2966,pg_toast,pg_toast_2964,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3541,pg_catalog,pg_range,142,852,382,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3600,pg_catalog,pg_ts_dict,2,44,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13175,pg_toast,pg_toast_13173,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3764,pg_catalog,pg_ts_template,2,10,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1213,pg_catalog,pg_tablespace,49,62,739,707,0,0,0,0,0,0,0,,,,,0,0,0,0
1259,pg_catalog,pg_class,11756,4289183,31814,29602,0,0,0,0,0,0,0,,,,,0,0,0,0
13183,information_schema,sql_sizing_profiles,2,0,,,0,0,0,0,0,0,0,,,,,0,0,0,0
2617,pg_catalog,pg_operator,2,1540,10833,42434,0,0,0,0,0,0,0,,,,,0,0,0,0
2603,pg_catalog,pg_amproc,10,914,6962,12410,0,0,0,0,0,0,0,,,,,0,0,0,0
13153,information_schema,sql_features,2,1432,,,0,0,0,0,0,0,0,,,,,0,0,0,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2609,pg_catalog,pg_description,2,9278,3,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13165,pg_toast,pg_toast_13163,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13160,pg_toast,pg_toast_13158,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2611,pg_catalog,pg_inherits,2,0,398,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35437,tab,Stocks,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35301,public,__EFMigrationsHistory,71,71,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1418,pg_catalog,pg_user_mapping,9,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
6106,pg_catalog,pg_publication_rel,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
6000,pg_catalog,pg_replication_origin,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4145,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2619,pg_catalog,pg_statistic,3,1395,16692,12558,17,17,0,2,17,15,34,,,,,0,0,0,0
2995,pg_catalog,pg_largeobject_metadata,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4177,pg_toast,pg_toast_1262,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35312,api,ApiMethods,3,174,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13185,pg_toast,pg_toast_13183,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13163,information_schema,sql_languages,2,8,,,0,0,0,0,0,0,0,,,,,0,0,0,0
13178,information_schema,sql_sizing,2,46,,,0,0,0,0,0,0,0,,,,,0,0,0,0
6102,pg_catalog,pg_subscription_rel,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4169,pg_toast,pg_toast_3600,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2618,pg_catalog,pg_rewrite,4,504,1913,1666,0,0,0,0,0,0,0,,,,,0,0,0,0
4060,pg_toast,pg_toast_3592,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35420,pg_toast,pg_toast_35417,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13158,information_schema,sql_implementation_info,2,24,,,0,0,0,0,0,0,0,,,,,0,0,0,0
3596,pg_catalog,pg_seclabel,4,0,41,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2604,pg_catalog,pg_attrdef,4,0,3568,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35315,pg_toast,pg_toast_35312,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4171,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13173,information_schema,sql_parts,2,18,,,0,0,0,0,0,0,0,,,,,0,0,0,0
3592,pg_catalog,pg_shseclabel,6,0,14,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3603,pg_catalog,pg_ts_config_map,2,836,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35449,tab,Drugs,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35361,pg_toast,pg_toast_35358,0,0,30,23,7,0,0,0,7,0,7,,,,,0,0,0,0
4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
