700,float4,11,10,4,true,b,N,false,true,",",0,0,1021,float4in,float4out,float4recv,float4send,-,-,-,i,p,false,0,-1,0,0,,,
701,float8,11,10,8,true,b,N,true,true,",",0,0,1022,float8in,float8out,float8recv,float8send,-,-,-,d,p,false,0,-1,0,0,,,
705,unknown,11,10,-2,false,p,X,false,true,",",0,0,0,unknownin,unknownout,unknownrecv,unknownsend,-,-,-,c,p,false,0,-1,0,0,,,
718,circle,11,10,24,false,b,G,false,true,",",0,0,719,circle_in,circle_out,circle_recv,circle_send,-,-,-,d,p,false,0,-1,0,0,,,
790,money,11,10,8,true,b,N,false,true,",",0,0,791,cash_in,cash_out,cash_recv,cash_send,-,-,-,d,p,false,0,-1,0,0,,,
829,macaddr,11,10,6,false,b,U,false,true,",",0,0,1040,macaddr_in,macaddr_out,macaddr_recv,macaddr_send,-,-,-,i,p,false,0,-1,0,0,,,
869,inet,11,10,-1,false,b,I,true,true,",",0,0,1041,inet_in,inet_out,inet_recv,inet_send,-,-,-,i,m,false,0,-1,0,0,,,
650,cidr,11,10,-1,false,b,I,false,true,",",0,0,651,cidr_in,cidr_out,cidr_recv,cidr_send,-,-,-,i,m,false,0,-1,0,0,,,
774,macaddr8,11,10,8,false,b,U,false,true,",",0,0,775,macaddr8_in,macaddr8_out,macaddr8_recv,macaddr8_send,-,-,-,i,p,false,0,-1,0,0,,,
1033,aclitem,11,10,12,false,b,U,false,true,",",0,0,1034,aclitemin,aclitemout,-,-,-,-,-,i,p,false,0,-1,0,0,,,
1042,bpchar,11,10,-1,false,b,S,false,true,",",0,0,1014,bpcharin,bpcharout,bpcharrecv,bpcharsend,bpchartypmodin,bpchartypmodout,-,i,x,false,0,-1,0,100,,,
1043,varchar,11,10,-1,false,b,S,false,true,",",0,0,1015,varcharin,varcharout,varcharrecv,varcharsend,varchartypmodin,varchartypmodout,-,i,x,false,0,-1,0,100,,,
1082,date,11,10,4,true,b,D,false,true,",",0,0,1182,date_in,date_out,date_recv,date_send,-,-,-,i,p,false,0,-1,0,0,,,
1083,time,11,10,8,true,b,D,false,true,",",0,0,1183,time_in,time_out,time_recv,time_send,timetypmodin,timetypmodout,-,d,p,false,0,-1,0,0,,,
1114,timestamp,11,10,8,true,b,D,false,true,",",0,0,1115,timestamp_in,timestamp_out,timestamp_recv,timestamp_send,timestamptypmodin,timestamptypmodout,-,d,p,false,0,-1,0,0,,,
1184,timestamptz,11,10,8,true,b,D,true,true,",",0,0,1185,timestamptz_in,timestamptz_out,timestamptz_recv,timestamptz_send,timestamptztypmodin,timestamptztypmodout,-,d,p,false,0,-1,0,0,,,
1186,interval,11,10,16,false,b,T,true,true,",",0,0,1187,interval_in,interval_out,interval_recv,interval_send,intervaltypmodin,intervaltypmodout,-,d,p,false,0,-1,0,0,,,
1266,timetz,11,10,12,false,b,D,false,true,",",0,0,1270,timetz_in,timetz_out,timetz_recv,timetz_send,timetztypmodin,timetztypmodout,-,d,p,false,0,-1,0,0,,,
1560,bit,11,10,-1,false,b,V,false,true,",",0,0,1561,bit_in,bit_out,bit_recv,bit_send,bittypmodin,bittypmodout,-,i,x,false,0,-1,0,0,,,
1562,varbit,11,10,-1,false,b,V,true,true,",",0,0,1563,varbit_in,varbit_out,varbit_recv,varbit_send,varbittypmodin,varbittypmodout,-,i,x,false,0,-1,0,0,,,
1700,numeric,11,10,-1,false,b,N,false,true,",",0,0,1231,numeric_in,numeric_out,numeric_recv,numeric_send,numerictypmodin,numerictypmodout,-,i,m,false,0,-1,0,0,,,
1790,refcursor,11,10,-1,false,b,U,false,true,",",0,0,2201,textin,textout,textrecv,textsend,-,-,-,i,x,false,0,-1,0,0,,,
2202,regprocedure,11,10,4,true,b,N,false,true,",",0,0,2207,regprocedurein,regprocedureout,regprocedurerecv,regproceduresend,-,-,-,i,p,false,0,-1,0,0,,,
2203,regoper,11,10,4,true,b,N,false,true,",",0,0,2208,regoperin,regoperout,regoperrecv,regopersend,-,-,-,i,p,false,0,-1,0,0,,,
2204,regoperator,11,10,4,true,b,N,false,true,",",0,0,2209,regoperatorin,regoperatorout,regoperatorrecv,regoperatorsend,-,-,-,i,p,false,0,-1,0,0,,,
2205,regclass,11,10,4,true,b,N,false,true,",",0,0,2210,regclassin,regclassout,regclassrecv,regclasssend,-,-,-,i,p,false,0,-1,0,0,,,
2206,regtype,11,10,4,true,b,N,false,true,",",0,0,2211,regtypein,regtypeout,regtyperecv,regtypesend,-,-,-,i,p,false,0,-1,0,0,,,
4096,regrole,11,10,4,true,b,N,false,true,",",0,0,4097,regrolein,regroleout,regrolerecv,regrolesend,-,-,-,i,p,false,0,-1,0,0,,,
4089,regnamespace,11,10,4,true,b,N,false,true,",",0,0,4090,regnamespacein,regnamespaceout,regnamespacerecv,regnamespacesend,-,-,-,i,p,false,0,-1,0,0,,,
2950,uuid,11,10,16,false,b,U,false,true,",",0,0,2951,uuid_in,uuid_out,uuid_recv,uuid_send,-,-,-,c,p,false,0,-1,0,0,,,
3220,pg_lsn,11,10,8,true,b,U,false,true,",",0,0,3221,pg_lsn_in,pg_lsn_out,pg_lsn_recv,pg_lsn_send,-,-,-,d,p,false,0,-1,0,0,,,
3614,tsvector,11,10,-1,false,b,U,false,true,",",0,0,3643,tsvectorin,tsvectorout,tsvectorrecv,tsvectorsend,-,-,ts_typanalyze,i,x,false,0,-1,0,0,,,
3642,gtsvector,11,10,-1,false,b,U,false,true,",",0,0,3644,gtsvectorin,gtsvectorout,-,-,-,-,-,i,p,false,0,-1,0,0,,,
3615,tsquery,11,10,-1,false,b,U,false,true,",",0,0,3645,tsqueryin,tsqueryout,tsqueryrecv,tsquerysend,-,-,-,i,p,false,0,-1,0,0,,,
3734,regconfig,11,10,4,true,b,N,false,true,",",0,0,3735,regconfigin,regconfigout,regconfigrecv,regconfigsend,-,-,-,i,p,false,0,-1,0,0,,,
3769,regdictionary,11,10,4,true,b,N,false,true,",",0,0,3770,regdictionaryin,regdictionaryout,regdictionaryrecv,regdictionarysend,-,-,-,i,p,false,0,-1,0,0,,,
3802,jsonb,11,10,-1,false,b,U,false,true,",",0,0,3807,jsonb_in,jsonb_out,jsonb_recv,jsonb_send,-,-,-,i,x,false,0,-1,0,0,,,
4072,jsonpath,11,10,-1,false,b,U,false,true,",",0,0,4073,jsonpath_in,jsonpath_out,jsonpath_recv,jsonpath_send,-,-,-,i,x,false,0,-1,0,0,,,
2970,txid_snapshot,11,10,-1,false,b,U,false,true,",",0,0,2949,txid_snapshot_in,txid_snapshot_out,txid_snapshot_recv,txid_snapshot_send,-,-,-,d,x,false,0,-1,0,0,,,
3904,int4range,11,10,-1,false,r,R,false,true,",",0,0,3905,range_in,range_out,range_recv,range_send,-,-,range_typanalyze,i,x,false,0,-1,0,0,,,
3906,numrange,11,10,-1,false,r,R,false,true,",",0,0,3907,range_in,range_out,range_recv,range_send,-,-,range_typanalyze,i,x,false,0,-1,0,0,,,
3908,tsrange,11,10,-1,false,r,R,false,true,",",0,0,3909,range_in,range_out,range_recv,range_send,-,-,range_typanalyze,d,x,false,0,-1,0,0,,,
3910,tstzrange,11,10,-1,false,r,R,false,true,",",0,0,3911,range_in,range_out,range_recv,range_send,-,-,range_typanalyze,d,x,false,0,-1,0,0,,,
3912,daterange,11,10,-1,false,r,R,false,true,",",0,0,3913,range_in,range_out,range_recv,range_send,-,-,range_typanalyze,i,x,false,0,-1,0,0,,,
3926,int8range,11,10,-1,false,r,R,false,true,",",0,0,3927,range_in,range_out,range_recv,range_send,-,-,range_typanalyze,d,x,false,0,-1,0,0,,,
2249,record,11,10,-1,false,p,P,false,true,",",0,0,2287,record_in,record_out,record_recv,record_send,-,-,-,d,x,false,0,-1,0,0,,,
2287,_record,11,10,-1,false,p,P,false,true,",",0,2249,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
2275,cstring,11,10,-2,false,p,P,false,true,",",0,0,1263,cstring_in,cstring_out,cstring_recv,cstring_send,-,-,-,c,p,false,0,-1,0,0,,,
2276,any,11,10,4,true,p,P,false,true,",",0,0,0,any_in,any_out,-,-,-,-,-,i,p,false,0,-1,0,0,,,
2277,anyarray,11,10,-1,false,p,P,false,true,",",0,0,0,anyarray_in,anyarray_out,anyarray_recv,anyarray_send,-,-,-,d,x,false,0,-1,0,0,,,
2278,void,11,10,4,true,p,P,false,true,",",0,0,0,void_in,void_out,void_recv,void_send,-,-,-,i,p,false,0,-1,0,0,,,
2279,trigger,11,10,4,true,p,P,false,true,",",0,0,0,trigger_in,trigger_out,-,-,-,-,-,i,p,false,0,-1,0,0,,,
3838,event_trigger,11,10,4,true,p,P,false,true,",",0,0,0,event_trigger_in,event_trigger_out,-,-,-,-,-,i,p,false,0,-1,0,0,,,
2280,language_handler,11,10,4,true,p,P,false,true,",",0,0,0,language_handler_in,language_handler_out,-,-,-,-,-,i,p,false,0,-1,0,0,,,
2281,internal,11,10,8,true,p,P,false,true,",",0,0,0,internal_in,internal_out,-,-,-,-,-,d,p,false,0,-1,0,0,,,
2282,opaque,11,10,4,true,p,P,false,true,",",0,0,0,opaque_in,opaque_out,-,-,-,-,-,i,p,false,0,-1,0,0,,,
2283,anyelement,11,10,4,true,p,P,false,true,",",0,0,0,anyelement_in,anyelement_out,-,-,-,-,-,i,p,false,0,-1,0,0,,,
2776,anynonarray,11,10,4,true,p,P,false,true,",",0,0,0,anynonarray_in,anynonarray_out,-,-,-,-,-,i,p,false,0,-1,0,0,,,
3500,anyenum,11,10,4,true,p,P,false,true,",",0,0,0,anyenum_in,anyenum_out,-,-,-,-,-,i,p,false,0,-1,0,0,,,
3115,fdw_handler,11,10,4,true,p,P,false,true,",",0,0,0,fdw_handler_in,fdw_handler_out,-,-,-,-,-,i,p,false,0,-1,0,0,,,
325,index_am_handler,11,10,4,true,p,P,false,true,",",0,0,0,index_am_handler_in,index_am_handler_out,-,-,-,-,-,i,p,false,0,-1,0,0,,,
3310,tsm_handler,11,10,4,true,p,P,false,true,",",0,0,0,tsm_handler_in,tsm_handler_out,-,-,-,-,-,i,p,false,0,-1,0,0,,,
269,table_am_handler,11,10,4,true,p,P,false,true,",",0,0,0,table_am_handler_in,table_am_handler_out,-,-,-,-,-,i,p,false,0,-1,0,0,,,
3831,anyrange,11,10,-1,false,p,P,false,true,",",0,0,0,anyrange_in,anyrange_out,-,-,-,-,-,d,x,false,0,-1,0,0,,,
1000,_bool,11,10,-1,false,b,A,false,true,",",0,16,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1001,_bytea,11,10,-1,false,b,A,false,true,",",0,17,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1002,_char,11,10,-1,false,b,A,false,true,",",0,18,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1003,_name,11,10,-1,false,b,A,false,true,",",0,19,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,950,,,
1016,_int8,11,10,-1,false,b,A,false,true,",",0,20,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
1005,_int2,11,10,-1,false,b,A,false,true,",",0,21,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1006,_int2vector,11,10,-1,false,b,A,false,true,",",0,22,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1007,_int4,11,10,-1,false,b,A,false,true,",",0,23,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1008,_regproc,11,10,-1,false,b,A,false,true,",",0,24,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1009,_text,11,10,-1,false,b,A,false,true,",",0,25,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,100,,,
1028,_oid,11,10,-1,false,b,A,false,true,",",0,26,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1010,_tid,11,10,-1,false,b,A,false,true,",",0,27,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1011,_xid,11,10,-1,false,b,A,false,true,",",0,28,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1012,_cid,11,10,-1,false,b,A,false,true,",",0,29,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1013,_oidvector,11,10,-1,false,b,A,false,true,",",0,30,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
199,_json,11,10,-1,false,b,A,false,true,",",0,114,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
143,_xml,11,10,-1,false,b,A,false,true,",",0,142,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1017,_point,11,10,-1,false,b,A,false,true,",",0,600,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
1018,_lseg,11,10,-1,false,b,A,false,true,",",0,601,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
1019,_path,11,10,-1,false,b,A,false,true,",",0,602,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
1020,_box,11,10,-1,false,b,A,false,true,;,0,603,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
1027,_polygon,11,10,-1,false,b,A,false,true,",",0,604,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
629,_line,11,10,-1,false,b,A,false,true,",",0,628,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
1021,_float4,11,10,-1,false,b,A,false,true,",",0,700,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1022,_float8,11,10,-1,false,b,A,false,true,",",0,701,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
719,_circle,11,10,-1,false,b,A,false,true,",",0,718,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
791,_money,11,10,-1,false,b,A,false,true,",",0,790,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
1040,_macaddr,11,10,-1,false,b,A,false,true,",",0,829,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1041,_inet,11,10,-1,false,b,A,false,true,",",0,869,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
651,_cidr,11,10,-1,false,b,A,false,true,",",0,650,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
775,_macaddr8,11,10,-1,false,b,A,false,true,",",0,774,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1034,_aclitem,11,10,-1,false,b,A,false,true,",",0,1033,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1014,_bpchar,11,10,-1,false,b,A,false,true,",",0,1042,0,array_in,array_out,array_recv,array_send,bpchartypmodin,bpchartypmodout,array_typanalyze,i,x,false,0,-1,0,100,,,
1015,_varchar,11,10,-1,false,b,A,false,true,",",0,1043,0,array_in,array_out,array_recv,array_send,varchartypmodin,varchartypmodout,array_typanalyze,i,x,false,0,-1,0,100,,,
1182,_date,11,10,-1,false,b,A,false,true,",",0,1082,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
1183,_time,11,10,-1,false,b,A,false,true,",",0,1083,0,array_in,array_out,array_recv,array_send,timetypmodin,timetypmodout,array_typanalyze,d,x,false,0,-1,0,0,,,
1115,_timestamp,11,10,-1,false,b,A,false,true,",",0,1114,0,array_in,array_out,array_recv,array_send,timestamptypmodin,timestamptypmodout,array_typanalyze,d,x,false,0,-1,0,0,,,
1185,_timestamptz,11,10,-1,false,b,A,false,true,",",0,1184,0,array_in,array_out,array_recv,array_send,timestamptztypmodin,timestamptztypmodout,array_typanalyze,d,x,false,0,-1,0,0,,,
1187,_interval,11,10,-1,false,b,A,false,true,",",0,1186,0,array_in,array_out,array_recv,array_send,intervaltypmodin,intervaltypmodout,array_typanalyze,d,x,false,0,-1,0,0,,,
1270,_timetz,11,10,-1,false,b,A,false,true,",",0,1266,0,array_in,array_out,array_recv,array_send,timetztypmodin,timetztypmodout,array_typanalyze,d,x,false,0,-1,0,0,,,
1561,_bit,11,10,-1,false,b,A,false,true,",",0,1560,0,array_in,array_out,array_recv,array_send,bittypmodin,bittypmodout,array_typanalyze,i,x,false,0,-1,0,0,,,
1563,_varbit,11,10,-1,false,b,A,false,true,",",0,1562,0,array_in,array_out,array_recv,array_send,varbittypmodin,varbittypmodout,array_typanalyze,i,x,false,0,-1,0,0,,,
1231,_numeric,11,10,-1,false,b,A,false,true,",",0,1700,0,array_in,array_out,array_recv,array_send,numerictypmodin,numerictypmodout,array_typanalyze,i,x,false,0,-1,0,0,,,
2201,_refcursor,11,10,-1,false,b,A,false,true,",",0,1790,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
2207,_regprocedure,11,10,-1,false,b,A,false,true,",",0,2202,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
2208,_regoper,11,10,-1,false,b,A,false,true,",",0,2203,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
2209,_regoperator,11,10,-1,false,b,A,false,true,",",0,2204,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
2210,_regclass,11,10,-1,false,b,A,false,true,",",0,2205,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
2211,_regtype,11,10,-1,false,b,A,false,true,",",0,2206,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
4097,_regrole,11,10,-1,false,b,A,false,true,",",0,4096,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
4090,_regnamespace,11,10,-1,false,b,A,false,true,",",0,4089,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
2951,_uuid,11,10,-1,false,b,A,false,true,",",0,2950,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
3221,_pg_lsn,11,10,-1,false,b,A,false,true,",",0,3220,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
3643,_tsvector,11,10,-1,false,b,A,false,true,",",0,3614,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
3644,_gtsvector,11,10,-1,false,b,A,false,true,",",0,3642,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
3645,_tsquery,11,10,-1,false,b,A,false,true,",",0,3615,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
3735,_regconfig,11,10,-1,false,b,A,false,true,",",0,3734,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
3770,_regdictionary,11,10,-1,false,b,A,false,true,",",0,3769,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
3807,_jsonb,11,10,-1,false,b,A,false,true,",",0,3802,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
4073,_jsonpath,11,10,-1,false,b,A,false,true,",",0,4072,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
2949,_txid_snapshot,11,10,-1,false,b,A,false,true,",",0,2970,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
3905,_int4range,11,10,-1,false,b,A,false,true,",",0,3904,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
3907,_numrange,11,10,-1,false,b,A,false,true,",",0,3906,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
3909,_tsrange,11,10,-1,false,b,A,false,true,",",0,3908,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
3911,_tstzrange,11,10,-1,false,b,A,false,true,",",0,3910,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
3913,_daterange,11,10,-1,false,b,A,false,true,",",0,3912,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
3927,_int8range,11,10,-1,false,b,A,false,true,",",0,3926,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,d,x,false,0,-1,0,0,,,
1263,_cstring,11,10,-1,false,b,A,false,true,",",0,2275,0,array_in,array_out,array_recv,array_send,-,-,array_typanalyze,i,x,false,0,-1,0,0,,,
12000,pg_attrdef,11,10,-1,false,c,C,false,true,",",2604,0,0,record_in,record_out,record_recv,record_send,-,-,-,d,x,false,0,-1,0,0,,,
12001,pg_constraint,11,10,-1,false,c,C,false,true,",",2606,0,0,record_in,record_out,record_recv,record_send,-,-,-,d,x,false,0,-1,0,0,,,
12002,pg_inherits,11,10,-1,false,c,C,false,true,",",2611,0,0,record_in,record_out,record_recv,record_send,-,-,-,d,x,false,0,-1,0,0,,,
12003,pg_index,11,10,-1,false,c,C,false,true,",",2610,0,0,record_in,record_out,record_recv,record_send,-,-,-,d,x,false,0,-1,0,0,,,
12004,pg_operator,11,10,-1,false,c,C,false,true,",",2617,0,0,record_in,record_out,record_recv,record_send,-,-,-,d,x,false,0,-1,0,0,,,
12005,pg_opfamily,11,10,-1,false,c,C,false,true,",",2753,0,0,record_in,record_out,record_recv,record_send,-,-,-,d,x,false,0,-1,0,0,,,
12006,pg_opclass,11,10,-1,false,c,C,false,true,",",2616,0,0,record_in,record_out,record_recv,record_send,-,-,-,d,x,false,0,-1,0,0,,,
12007,pg_am,11,10,-1,false,c,C,false,true,",",2601,0,0,record_in,record_out,record_recv,record_send,-,-,-,d,x,false,0,-1,0,0,,,
