1255,oid,26,-1,4,1,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,proname,19,-1,64,2,0,-1,-1,false,p,c,true,false,false,"","",false,true,0,950,,,,
1255,pronamespace,26,-1,4,3,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,proowner,26,-1,4,4,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,prolang,26,-1,4,5,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,procost,700,-1,4,6,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,prorows,700,-1,4,7,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,provariadic,26,-1,4,8,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,prosupport,24,-1,4,9,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,prokind,18,-1,1,10,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1255,prosecdef,16,-1,1,11,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1255,proleakproof,16,-1,1,12,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1255,proisstrict,16,-1,1,13,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1255,proretset,16,-1,1,14,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1255,provolatile,18,-1,1,15,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1255,proparallel,18,-1,1,16,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1255,pronargs,21,-1,2,17,0,-1,-1,true,p,s,true,false,false,"","",false,true,0,0,,,,
1255,pronargdefaults,21,-1,2,18,0,-1,-1,true,p,s,true,false,false,"","",false,true,0,0,,,,
1255,prorettype,26,-1,4,19,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,proargtypes,30,-1,-1,20,1,-1,-1,false,p,i,true,false,false,"","",false,true,0,0,,,,
1255,proallargtypes,1028,-1,-1,21,1,-1,-1,false,x,i,false,false,false,"","",false,true,0,0,,,,
1255,proargmodes,1002,-1,-1,22,1,-1,-1,false,x,i,false,false,false,"","",false,true,0,0,,,,
1255,proargnames,1009,-1,-1,23,1,-1,-1,false,x,i,false,false,false,"","",false,true,0,950,,,,
1255,proargdefaults,194,-1,-1,24,0,-1,-1,false,x,i,false,false,false,"","",false,true,0,950,,,,
1255,protrftypes,1028,-1,-1,25,1,-1,-1,false,x,i,false,false,false,"","",false,true,0,0,,,,
1255,prosrc,25,-1,-1,26,0,-1,-1,false,x,i,true,false,false,"","",false,true,0,950,,,,
1255,probin,25,-1,-1,27,0,-1,-1,false,x,i,false,false,false,"","",false,true,0,950,,,,
1255,proconfig,1009,-1,-1,28,1,-1,-1,false,x,i,false,false,false,"","",false,true,0,950,,,,
1255,proacl,1034,-1,-1,29,1,-1,-1,false,x,i,false,false,false,"","",false,true,0,0,,,,
1255,ctid,27,0,6,-1,0,-1,-1,false,p,s,true,false,false,"","",false,true,0,0,,,,
1255,xmin,28,0,4,-2,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,cmin,29,0,4,-3,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,xmax,28,0,4,-4,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,cmax,29,0,4,-5,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1255,tableoid,26,0,4,-6,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,oid,26,-1,4,1,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typname,19,-1,64,2,0,-1,-1,false,p,c,true,false,false,"","",false,true,0,950,,,,
1247,typnamespace,26,-1,4,3,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typowner,26,-1,4,4,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typlen,21,-1,2,5,0,-1,-1,true,p,s,true,false,false,"","",false,true,0,0,,,,
1247,typbyval,16,-1,1,6,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1247,typtype,18,-1,1,7,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1247,typcategory,18,-1,1,8,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1247,typispreferred,16,-1,1,9,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1247,typisdefined,16,-1,1,10,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1247,typdelim,18,-1,1,11,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1247,typrelid,26,-1,4,12,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typelem,26,-1,4,13,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typarray,26,-1,4,14,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typinput,24,-1,4,15,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typoutput,24,-1,4,16,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typreceive,24,-1,4,17,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typsend,24,-1,4,18,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typmodin,24,-1,4,19,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typmodout,24,-1,4,20,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typanalyze,24,-1,4,21,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typalign,18,-1,1,22,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1247,typstorage,18,-1,1,23,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1247,typnotnull,16,-1,1,24,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1247,typbasetype,26,-1,4,25,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typtypmod,23,-1,4,26,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typndims,23,-1,4,27,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typcollation,26,-1,4,28,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,typdefaultbin,194,-1,-1,29,0,-1,-1,false,x,i,false,false,false,"","",false,true,0,950,,,,
1247,typdefault,25,-1,-1,30,0,-1,-1,false,x,i,false,false,false,"","",false,true,0,950,,,,
1247,typacl,1034,-1,-1,31,1,-1,-1,false,x,i,false,false,false,"","",false,true,0,0,,,,
1247,ctid,27,0,6,-1,0,-1,-1,false,p,s,true,false,false,"","",false,true,0,0,,,,
1247,xmin,28,0,4,-2,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,cmin,29,0,4,-3,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,xmax,28,0,4,-4,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,cmax,29,0,4,-5,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1247,tableoid,26,0,4,-6,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1249,attrelid,26,-1,4,1,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1249,attname,19,-1,64,2,0,-1,-1,false,p,c,true,false,false,"","",false,true,0,950,,,,
1249,atttypid,26,-1,4,3,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1249,attstattarget,23,-1,4,4,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1249,attlen,21,-1,2,5,0,-1,-1,true,p,s,true,false,false,"","",false,true,0,0,,,,
1249,attnum,21,-1,2,6,0,-1,-1,true,p,s,true,false,false,"","",false,true,0,0,,,,
1249,attndims,23,-1,4,7,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1249,attcacheoff,23,-1,4,8,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1249,atttypmod,23,-1,4,9,0,-1,-1,true,p,i,true,false,false,"","",false,true,0,0,,,,
1249,attbyval,16,-1,1,10,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
1249,attstorage,18,-1,1,11,0,-1,-1,true,p,c,true,false,false,"","",false,true,0,0,,,,
