12312,1255,0,debug function for text search configuration
12313,1255,0,debug function for current text search configuration
1242,1255,0,I/O
1243,1255,0,I/O
1244,1255,0,I/O
31,1255,0,I/O
1245,1255,0,I/O
33,1255,0,I/O
34,1255,0,I/O
35,1255,0,I/O
38,1255,0,I/O
39,1255,0,I/O
40,1255,0,I/O
41,1255,0,I/O
42,1255,0,I/O
43,1255,0,I/O
44,1255,0,I/O
45,1255,0,I/O
3494,1255,0,convert proname to regproc
3479,1255,0,convert proname to regprocedure
46,1255,0,I/O
47,1255,0,I/O
48,1255,0,I/O
49,1255,0,I/O
50,1255,0,I/O
51,1255,0,I/O
52,1255,0,I/O
53,1255,0,I/O
54,1255,0,I/O
55,1255,0,I/O
77,1255,0,convert char to int4
78,1255,0,convert int4 to char
1364,1255,0,planner support for textregexeq
1257,1255,0,length
89,1255,0,PostgreSQL version string
86,1255,0,I/O
87,1255,0,I/O
88,1255,0,I/O
90,1255,0,I/O
101,1255,0,restriction selectivity of = and related operators
102,1255,0,restriction selectivity of <> and related operators
103,1255,0,restriction selectivity of < and related operators on scalar datatypes
104,1255,0,restriction selectivity of > and related operators on scalar datatypes
105,1255,0,join selectivity of = and related operators
106,1255,0,join selectivity of <> and related operators
107,1255,0,join selectivity of < and related operators on scalar datatypes
108,1255,0,join selectivity of > and related operators on scalar datatypes
336,1255,0,restriction selectivity of <= and related operators on scalar datatypes
337,1255,0,restriction selectivity of >= and related operators on scalar datatypes
386,1255,0,join selectivity of <= and related operators on scalar datatypes
398,1255,0,join selectivity of >= and related operators on scalar datatypes
109,1255,0,I/O
110,1255,0,I/O
117,1255,0,I/O
118,1255,0,I/O
119,1255,0,I/O
120,1255,0,I/O
121,1255,0,I/O
122,1255,0,I/O
123,1255,0,I/O
124,1255,0,I/O
139,1255,0,restriction selectivity for area-comparison operators
140,1255,0,join selectivity for area-comparison operators
195,1255,0,I/O
196,1255,0,I/O
197,1255,0,I/O
198,1255,0,I/O
200,1255,0,I/O
201,1255,0,I/O
208,1255,0,aggregate transition function
209,1255,0,larger of two
211,1255,0,smaller of two
214,1255,0,I/O
215,1255,0,I/O
222,1255,0,aggregate transition function
276,1255,0,aggregate combine function
223,1255,0,larger of two
224,1255,0,smaller of two
228,1255,0,round to nearest integer
229,1255,0,truncate to integer
2308,1255,0,nearest integer >= value
2320,1255,0,nearest integer >= value
2309,1255,0,nearest integer <= value
2310,1255,0,sign of value
233,1255,0,natural exponential (e^x)
234,1255,0,natural logarithm
235,1255,0,convert int2 to float8
236,1255,0,convert int2 to float4
237,1255,0,convert float8 to int2
238,1255,0,convert float4 to int2
246,1255,0,less-equal-greater
253,1255,0,less-equal-greater
266,1255,0,concatenate name and oid
274,1255,0,current date and time - increments during transactions
320,1255,0,bucket number of operand in equal-width histogram
311,1255,0,convert float4 to float8
312,1255,0,convert float8 to float4
313,1255,0,convert int2 to int4
314,1255,0,convert int4 to int2
316,1255,0,convert int4 to float8
317,1255,0,convert float8 to int4
318,1255,0,convert int4 to float4
319,1255,0,convert float4 to int4
3,1255,0,row-oriented heap table access method handler
330,1255,0,btree index access method handler
331,1255,0,hash index access method handler
332,1255,0,gist index access method handler
333,1255,0,gin index access method handler
334,1255,0,spgist index access method handler
335,1255,0,brin index access method handler
3952,1255,0,brin: standalone scan new table pages
3999,1255,0,brin: standalone scan new table pages
4014,1255,0,brin: desummarize page range
338,1255,0,validate an operator class
636,1255,0,test property of an index access method
637,1255,0,test property of an index
638,1255,0,test property of an index column
676,1255,0,return name of given index build phase
347,1255,0,I/O
348,1255,0,I/O
350,1255,0,less-equal-greater
3129,1255,0,sort support
351,1255,0,less-equal-greater
3130,1255,0,sort support
842,1255,0,less-equal-greater
3131,1255,0,sort support
354,1255,0,less-equal-greater
3132,1255,0,sort support
355,1255,0,less-equal-greater
3133,1255,0,sort support
356,1255,0,less-equal-greater
3134,1255,0,sort support
404,1255,0,less-equal-greater
358,1255,0,less-equal-greater
359,1255,0,less-equal-greater
3135,1255,0,sort support
360,1255,0,less-equal-greater
3255,1255,0,sort support
377,1255,0,less-equal-greater
382,1255,0,less-equal-greater
4126,1255,0,window RANGE support
4127,1255,0,window RANGE support
4128,1255,0,window RANGE support
4129,1255,0,window RANGE support
4130,1255,0,window RANGE support
4131,1255,0,window RANGE support
4132,1255,0,window RANGE support
4139,1255,0,window RANGE support
4140,1255,0,window RANGE support
4141,1255,0,window RANGE support
401,1255,0,convert char(n) to text
406,1255,0,convert name to text
407,1255,0,convert text to name
408,1255,0,convert name to char(n)
409,1255,0,convert char(n) to name
449,1255,0,hash
441,1255,0,hash
450,1255,0,hash
425,1255,0,hash
949,1255,0,hash
442,1255,0,hash
451,1255,0,hash
443,1255,0,hash
452,1255,0,hash
444,1255,0,hash
453,1255,0,hash
445,1255,0,hash
454,1255,0,hash
446,1255,0,hash
455,1255,0,hash
447,1255,0,hash
400,1255,0,hash
448,1255,0,hash
456,1255,0,hash
772,1255,0,hash
457,1255,0,hash
776,1255,0,hash
329,1255,0,hash
777,1255,0,hash
399,1255,0,hash
778,1255,0,hash
422,1255,0,hash
779,1255,0,hash
432,1255,0,hash
780,1255,0,hash
328,1255,0,hash
781,1255,0,hash
438,1255,0,count the number of NULL arguments
440,1255,0,count the number of non-NULL arguments
458,1255,0,larger of two
459,1255,0,smaller of two
460,1255,0,I/O
461,1255,0,I/O
480,1255,0,convert int8 to int4
481,1255,0,convert int4 to int8
482,1255,0,convert int8 to float8
483,1255,0,convert float8 to int8
626,1255,0,hash
782,1255,0,hash
652,1255,0,convert int8 to float4
653,1255,0,convert float4 to int8
714,1255,0,convert int8 to int2
754,1255,0,convert int2 to int8
668,1255,0,adjust char() to typmod length
3097,1255,0,planner support for varchar length coercion
669,1255,0,adjust varchar() to typmod length
710,1255,0,"deprecated, use current_user instead"
720,1255,0,octet length
721,1255,0,get byte
722,1255,0,set byte
723,1255,0,get bit
724,1255,0,set bit
749,1255,0,substitute portion of string
752,1255,0,substitute portion of string
745,1255,0,current user name
746,1255,0,session user name
747,1255,0,array dimensions
748,1255,0,number of array dimensions
750,1255,0,I/O
751,1255,0,I/O
2091,1255,0,array lower dimension
2092,1255,0,array upper dimension
2176,1255,0,array length
3179,1255,0,array cardinality
378,1255,0,append element onto end of array
379,1255,0,prepend element onto front of array
394,1255,0,split delimited text into text[]
395,1255,0,"concatenate array elements, using delimiter, into text"
376,1255,0,"split delimited text into text[], with null string"
384,1255,0,"concatenate array elements, using delimiter and null string, into text"
515,1255,0,larger of two
516,1255,0,smaller of two
3277,1255,0,returns an offset of value in array
3278,1255,0,returns an offset of value in array with start index
3279,1255,0,returns an array of offsets of some value in array
1191,1255,0,array subscripts generator
1192,1255,0,array subscripts generator
1193,1255,0,array constructor with value
1286,1255,0,array constructor with value
2331,1255,0,expand array to set of rows
3996,1255,0,planner support for array_unnest
3167,1255,0,remove any occurrences of an element from an array
3168,1255,0,replace any occurrences of an element in an array
2333,1255,0,aggregate transition function
2334,1255,0,aggregate final function
2335,1255,0,concatenate aggregate input into an array
4051,1255,0,aggregate transition function
4052,1255,0,aggregate final function
4053,1255,0,concatenate aggregate input into an array
3218,1255,0,bucket number of operand given a sorted array of bucket lower bounds
3816,1255,0,array typanalyze
3817,1255,0,restriction selectivity for array-containment operators
3818,1255,0,join selectivity for array-containment operators
764,1255,0,large object import
767,1255,0,large object import
765,1255,0,large object export
766,1255,0,increment
768,1255,0,larger of two
769,1255,0,smaller of two
770,1255,0,larger of two
771,1255,0,smaller of two
849,1255,0,position of substring
1023,1255,0,planner support for textlike
860,1255,0,convert char to char(n)
861,1255,0,name of the current database
817,1255,0,get the currently executing query
886,1255,0,I/O
887,1255,0,I/O
898,1255,0,larger of two
899,1255,0,smaller of two
935,1255,0,output money amount as words
3823,1255,0,convert money to numeric
3824,1255,0,convert numeric to money
3811,1255,0,convert int4 to money
3812,1255,0,convert int8 to money
940,1255,0,modulus
941,1255,0,modulus
947,1255,0,modulus
944,1255,0,convert text to char
946,1255,0,convert char to text
952,1255,0,large object open
953,1255,0,large object close
954,1255,0,large object read
955,1255,0,large object write
956,1255,0,large object seek
3170,1255,0,large object seek (64 bit)
957,1255,0,large object create
715,1255,0,large object create
958,1255,0,large object position
3171,1255,0,large object position (64 bit)
1004,1255,0,truncate large object
3172,1255,0,truncate large object (64 bit)
3457,1255,0,create new large object with given content
3458,1255,0,read entire large object
3459,1255,0,read large object from offset for length
3460,1255,0,write data at offset
964,1255,0,large object unlink (delete)
975,1255,0,box area
976,1255,0,box width
977,1255,0,box height
979,1255,0,area of a closed path
4067,1255,0,bounding box of two boxes
981,1255,0,box diagonal
992,1255,0,slope between points
993,1255,0,convert points to line segment
1026,1255,0,adjust timestamp to new time zone
1031,1255,0,I/O
1032,1255,0,I/O
1035,1255,0,add/update ACL item
1036,1255,0,remove ACL item
1037,1255,0,contains
1365,1255,0,make ACL item
3943,1255,0,"show hardwired default privileges, primarily for use by the information schema"
1689,1255,0,"convert ACL item array to table, primarily for use by information schema"
1044,1255,0,I/O
1045,1255,0,I/O
2913,1255,0,I/O typmod
2914,1255,0,I/O typmod
1046,1255,0,I/O
1047,1255,0,I/O
2915,1255,0,I/O typmod
2916,1255,0,I/O typmod
1063,1255,0,larger of two
1064,1255,0,smaller of two
1078,1255,0,less-equal-greater
3328,1255,0,sort support
1080,1255,0,hash
972,1255,0,hash
1081,1255,0,format a type oid and atttypmod to canonical SQL
1084,1255,0,I/O
1085,1255,0,I/O
1092,1255,0,less-equal-greater
3136,1255,0,sort support
4133,1255,0,window RANGE support
1107,1255,0,less-equal-greater
1138,1255,0,larger of two
1139,1255,0,smaller of two
1143,1255,0,I/O
1144,1255,0,I/O
2909,1255,0,I/O typmod
2910,1255,0,I/O typmod
1150,1255,0,I/O
1151,1255,0,I/O
2907,1255,0,I/O typmod
2908,1255,0,I/O typmod
1158,1255,0,convert UNIX epoch to timestamptz
1159,1255,0,adjust timestamp to new time zone
1160,1255,0,I/O
1161,1255,0,I/O
2903,1255,0,I/O typmod
2904,1255,0,I/O typmod
1171,1255,0,extract field from timestamp with time zone
1172,1255,0,extract field from interval
